Approximative variation	  Exact variation 	 The error term  	 Value of Epsilon (uncertainty factor) 

     -1.853804e+01  	        -1.828913e+01   	  2.489092e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.853804e+01  	        -1.828913e+01   	  2.489092e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.853804e+01  	        -1.828913e+01   	  2.489092e-01   		  -5.000000e-01  (maturity : 3 months)
     1.812131e+02  	        -1.828913e+01   	  -1.995022e+02   		  -5.000000e-01  (maturity : 3 months)
     1.740927e+01  	        1.765818e+01   	  2.489092e-01   		  5.000000e-01  (maturity : 3 months)
     1.740927e+01  	        1.765818e+01   	  2.489092e-01   		  5.000000e-01  (maturity : 3 months)
     7.556051e+01  	        7.580942e+01   	  2.489092e-01   		  2  (maturity : 3 months)
     7.556051e+01  	        7.580942e+01   	  2.489092e-01   		  2  (maturity : 3 months)
     7.639568e+01  	        7.580942e+01   	  -5.862670e-01   		  2  (maturity : 3 months)
     7.639568e+01  	        7.580942e+01   	  -5.862670e-01   		  2  (maturity : 3 months)
     7.556051e+01  	        7.580942e+01   	  2.489092e-01   		  2  (maturity : 3 months)
     7.398697e+01  	        7.423546e+01   	  2.484951e-01   		  2  (maturity : 4 months)
     7.398697e+01  	        7.423546e+01   	  2.484951e-01   		  2  (maturity : 4 months)
     7.095737e+01  	        7.120504e+01   	  2.476693e-01   		  2  (maturity : 6 months)
     7.717479e+01  	        7.742412e+01   	  2.493241e-01   		  2  (maturity : 2 months)
     8.689228e+02  	        7.423546e+01   	  -7.946873e+02   		  2  (maturity : 4 months)
     1.732778e+01  	        1.732778e+01   	  3.552714e-14   		  5.000000e-01  (maturity : 4 months)
     4.331944e+02  	        4.331944e+02   	  -1.989520e-12   		  5.000000e-01  (maturity : 4 months)
     4.331944e+02  	        4.331944e+02   	  -1.989520e-12   		  5.000000e-01  (maturity : 4 months)
     7.316990e+02  	        7.316990e+02   	  -4.547474e-13   		  5.000000e-01  (maturity : 4 months)
     4.331944e+02  	        4.331944e+02   	  -1.989520e-12   		  5.000000e-01  (maturity : 4 months)
